Machine_ID,Machine_Type,Operating_Hours,Production_Output,Energy_Efficiency_Rating,Asset_ID,Asset_Type,Capacity,Age,Criticality,Timestamp,Zone_ID,TGBT_ID,Armoire_ID,Energy_Consumption_kWh,Energy_Price,Raw_Material_Price
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-12 11:02:50.660356,Zone_3,TGBT_2,Armoire_2,70.5482446106027,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-13 11:45:50.660356,Zone_2,TGBT_2,Armoire_2,84.39755802882974,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-17 22:50:50.660356,Zone_2,TGBT_2,Armoire_1,99.62073159700066,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-17 22:06:50.660356,Zone_2,TGBT_2,Armoire_2,34.324020929988095,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-14 08:49:50.660356,Zone_1,TGBT_1,Armoire_3,58.682493914839625,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-16 02:07:50.660356,Zone_1,TGBT_1,Armoire_3,69.47050253083376,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-12 13:45:50.660356,Zone_2,TGBT_1,Armoire_2,90.16038810295962,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-12 16:31:50.660356,Zone_3,TGBT_3,Armoire_2,11.777396965598683,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-18 14:00:50.660356,Zone_3,TGBT_2,Armoire_2,97.48910777875957,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-17 04:12:50.660356,Zone_2,TGBT_2,Armoire_1,19.68015586621211,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-15 15:20:50.660356,Zone_3,TGBT_1,Armoire_2,43.418182301503265,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-13 05:02:50.660356,Zone_2,TGBT_1,Armoire_2,78.50688772154311,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-13 01:38:50.660356,Zone_3,TGBT_2,Armoire_3,54.13819272336605,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-14 03:16:50.660356,Zone_1,TGBT_1,Armoire_3,73.16961428718727,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-12 09:14:50.660356,Zone_1,TGBT_2,Armoire_1,40.55289124026328,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-17 01:52:50.660356,Zone_2,TGBT_1,Armoire_2,58.43388983524925,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-14 14:48:50.660356,Zone_2,TGBT_2,Armoire_3,95.6081713804088,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-12 08:11:50.660356,Zone_3,TGBT_3,Armoire_1,20.85315641826175,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-13 12:58:50.660356,Zone_3,TGBT_3,Armoire_2,84.85423981746465,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-15 02:40:50.660356,Zone_2,TGBT_2,Armoire_1,31.942299202064095,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-17 10:09:50.660356,Zone_2,TGBT_3,Armoire_1,51.76093826071274,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-13 12:38:50.660356,Zone_2,TGBT_3,Armoire_2,63.07668037520472,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-18 09:35:50.660356,Zone_3,TGBT_2,Armoire_3,14.249001712734362,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-15 16:59:50.660356,Zone_1,TGBT_2,Armoire_2,47.14770344312929,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-13 17:43:50.660356,Zone_2,TGBT_1,Armoire_2,85.68226634872575,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-16 11:54:50.660356,Zone_1,TGBT_3,Armoire_1,92.89227592319817,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-17 12:10:50.660356,Zone_1,TGBT_2,Armoire_2,24.329174631735242,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-12 12:55:50.660356,Zone_1,TGBT_3,Armoire_3,12.44318878546189,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-12 00:35:50.660356,Zone_1,TGBT_1,Armoire_3,18.84502733059473,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-15 01:58:50.660356,Zone_2,TGBT_1,Armoire_3,76.02566359776203,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-16 02:21:50.660356,Zone_2,TGBT_3,Armoire_2,27.460015004403576,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-15 05:14:50.660356,Zone_2,TGBT_2,Armoire_1,26.216556182239774,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-17 00:37:50.660356,Zone_1,TGBT_2,Armoire_3,84.94569208822597,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-18 08:15:50.660356,Zone_3,TGBT_3,Armoire_2,14.30701225140379,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-12 16:59:50.660356,Zone_2,TGBT_2,Armoire_2,97.34863388329227,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-14 18:46:50.660356,Zone_3,TGBT_1,Armoire_1,34.012102717235294,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-18 17:46:50.660356,Zone_1,TGBT_3,Armoire_3,85.76531362583984,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-14 18:43:50.660356,Zone_1,TGBT_2,Armoire_2,46.84847560541228,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-14 20:23:50.660356,Zone_2,TGBT_3,Armoire_3,44.307160461119636,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-15 16:59:50.660356,Zone_3,TGBT_2,Armoire_2,92.59736676866908,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-16 06:50:50.660356,Zone_2,TGBT_1,Armoire_3,77.3924918753681,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-14 07:07:50.660356,Zone_3,TGBT_1,Armoire_2,58.10588498379049,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-14 13:33:50.661437,Zone_2,TGBT_1,Armoire_1,28.552087978612,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-14 06:13:50.661437,Zone_3,TGBT_2,Armoire_2,48.55417227126978,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-15 23:47:50.661437,Zone_3,TGBT_1,Armoire_2,64.51821874425917,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-12 02:04:50.661437,Zone_1,TGBT_1,Armoire_1,98.41906455575342,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-12 16:42:50.661437,Zone_1,TGBT_3,Armoire_3,69.27798389375394,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-12 20:23:50.661437,Zone_2,TGBT_3,Armoire_2,74.57855680742333,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-14 05:23:50.661437,Zone_1,TGBT_3,Armoire_1,14.901265508836051,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-13 04:18:50.661437,Zone_1,TGBT_1,Armoire_3,87.48113704001732,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-14 20:49:50.661437,Zone_2,TGBT_1,Armoire_2,62.548067000676134,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-18 05:42:50.661437,Zone_3,TGBT_1,Armoire_3,88.9234542212393,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-15 04:39:50.661437,Zone_1,TGBT_1,Armoire_2,92.49455215048349,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-13 19:51:50.661437,Zone_2,TGBT_3,Armoire_3,54.14156759240027,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-13 02:17:50.661437,Zone_1,TGBT_1,Armoire_1,25.75743442326867,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-13 15:43:50.661437,Zone_2,TGBT_1,Armoire_1,33.25758198031032,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-14 11:51:50.661437,Zone_3,TGBT_3,Armoire_2,39.04766240826443,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-13 16:42:50.661437,Zone_3,TGBT_1,Armoire_1,50.11175415040496,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-13 23:59:50.661437,Zone_3,TGBT_1,Armoire_2,59.34923225938167,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-12 07:21:50.661437,Zone_3,TGBT_1,Armoire_3,69.14982729570816,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-15 07:07:50.661437,Zone_1,TGBT_2,Armoire_3,94.82376804167451,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-16 00:58:50.661437,Zone_1,TGBT_2,Armoire_2,48.452087493005926,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-17 05:20:50.661437,Zone_2,TGBT_1,Armoire_3,42.24874908940086,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-13 20:41:50.661437,Zone_1,TGBT_1,Armoire_1,43.06968474507693,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-16 11:03:50.661437,Zone_2,TGBT_1,Armoire_1,65.86599854045026,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-13 01:38:50.661437,Zone_2,TGBT_1,Armoire_1,39.477367709760365,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-18 00:03:50.661437,Zone_1,TGBT_3,Armoire_1,99.78743104323283,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-15 11:27:50.661437,Zone_2,TGBT_3,Armoire_3,96.05052047133766,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-16 06:34:50.661437,Zone_1,TGBT_1,Armoire_2,46.37359708327259,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-12 05:17:50.661437,Zone_3,TGBT_2,Armoire_2,90.60769773566989,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-17 11:09:50.661437,Zone_3,TGBT_2,Armoire_1,33.37538149215791,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-14 17:14:50.661437,Zone_1,TGBT_2,Armoire_3,94.13184814452603,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-12 16:12:50.661437,Zone_2,TGBT_3,Armoire_3,41.63608347609606,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-14 18:13:50.661437,Zone_2,TGBT_2,Armoire_1,75.06890041348447,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-17 10:26:50.661437,Zone_2,TGBT_3,Armoire_3,29.805314101666337,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-15 15:54:50.661437,Zone_2,TGBT_2,Armoire_2,29.518857238097464,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-16 06:21:50.661437,Zone_1,TGBT_1,Armoire_1,12.270735989413907,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-14 16:14:50.661437,Zone_2,TGBT_2,Armoire_3,36.56062317140811,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-18 18:34:50.661437,Zone_2,TGBT_3,Armoire_2,75.44738038150629,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-16 14:34:50.661437,Zone_1,TGBT_2,Armoire_1,43.953808254407726,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-15 13:38:50.661437,Zone_2,TGBT_3,Armoire_3,11.92365242897857,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-14 02:25:50.661437,Zone_2,TGBT_1,Armoire_2,45.63565312765297,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-14 22:08:50.661437,Zone_3,TGBT_1,Armoire_2,62.36872457533276,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-12 05:59:50.661437,Zone_1,TGBT_3,Armoire_1,47.36548561886062,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-12 14:42:50.661437,Zone_3,TGBT_1,Armoire_1,29.493581314206985,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-15 16:40:50.661437,Zone_1,TGBT_3,Armoire_3,14.227615167014852,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-15 21:17:50.661437,Zone_1,TGBT_2,Armoire_1,61.618666717820375,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-16 03:35:50.661437,Zone_2,TGBT_3,Armoire_2,28.1865263941829,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-15 10:19:50.661437,Zone_2,TGBT_2,Armoire_1,43.33040680964287,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-16 21:18:50.661437,Zone_3,TGBT_2,Armoire_2,76.10968147106539,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-18 17:34:50.661437,Zone_1,TGBT_3,Armoire_1,19.873522145897063,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-16 18:34:50.661437,Zone_1,TGBT_3,Armoire_3,63.19770609496605,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-16 15:41:50.661437,Zone_2,TGBT_3,Armoire_1,28.29404232914906,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-14 11:12:50.661437,Zone_3,TGBT_3,Armoire_1,40.500539369881125,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-13 04:38:50.661437,Zone_3,TGBT_1,Armoire_3,93.00699838574123,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-17 20:15:50.661437,Zone_1,TGBT_2,Armoire_2,10.010711318516964,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-18 05:55:50.661437,Zone_2,TGBT_2,Armoire_3,40.8639630979535,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-17 18:07:50.661437,Zone_2,TGBT_2,Armoire_3,41.08152830630281,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-15 05:57:50.661437,Zone_2,TGBT_2,Armoire_3,79.83147703910434,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-17 02:00:50.661437,Zone_2,TGBT_1,Armoire_2,53.66321045933637,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-13 23:08:50.661437,Zone_1,TGBT_3,Armoire_2,88.51230538431427,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-12 05:32:50.661437,Zone_1,TGBT_3,Armoire_1,86.15755591668943,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-18 02:17:50.661437,Zone_1,TGBT_3,Armoire_2,62.2937115556,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-13 08:08:50.661437,Zone_3,TGBT_2,Armoire_2,24.446128191552287,0.0,0.0
Machine_1,Type_A,266.99676613593635,191.70287507806725,0.6177261292218106,Asset_1,TGBT,1606.9149771246862,9,High,2024-04-12 15:10:50.661437,Zone_2,TGBT_3,Armoire_2,45.4663521838031,0.0,0.0
