Timestamp,Machine_ID,Downtime_Reason
2024-03-20 14:42:39.809509,Machine_1,Other
2024-03-29 14:42:39.809509,Machine_10,Incident
2024-04-03 14:42:39.809509,Machine_8,Repair
2024-04-05 14:42:39.809509,Machine_3,Maintenance
2024-04-06 14:42:39.809509,Machine_1,Other
2024-04-14 14:42:39.809509,Machine_6,Incident
2024-03-29 14:42:39.809509,Machine_2,Incident
2024-03-25 14:42:39.809509,Machine_10,Incident
2024-04-16 14:42:39.809509,Machine_8,Other
2024-03-29 14:42:39.809509,Machine_6,Repair
2024-04-02 14:42:39.809509,Machine_8,Other
2024-03-30 14:42:39.809509,Machine_5,Other
2024-03-26 14:42:39.809509,Machine_2,Repair
2024-03-29 14:42:39.809509,Machine_8,Other
2024-04-06 14:42:39.809509,Machine_6,Incident
2024-04-16 14:42:39.809509,Machine_9,Other
2024-03-19 14:42:39.809509,Machine_7,Maintenance
2024-03-19 14:42:39.809509,Machine_6,Maintenance
2024-03-30 14:42:39.809509,Machine_6,Repair
2024-03-23 14:42:39.809509,Machine_10,Repair
2024-03-21 14:42:39.809509,Machine_6,Other
2024-04-16 14:42:39.809509,Machine_8,Maintenance
2024-04-16 14:42:39.809509,Machine_1,Repair
2024-03-25 14:42:39.809509,Machine_1,Incident
2024-04-13 14:42:39.809509,Machine_5,Other
2024-04-01 14:42:39.809509,Machine_10,Incident
2024-04-02 14:42:39.809509,Machine_6,Maintenance
2024-04-05 14:42:39.809509,Machine_10,Other
2024-03-22 14:42:39.809509,Machine_6,Incident
2024-03-25 14:42:39.809509,Machine_1,Maintenance
2024-04-08 14:42:39.809509,Machine_7,Repair
2024-03-24 14:42:39.809509,Machine_8,Other
2024-03-19 14:42:39.809509,Machine_4,Other
2024-03-27 14:42:39.809509,Machine_7,Maintenance
2024-04-08 14:42:39.809509,Machine_9,Maintenance
2024-04-15 14:42:39.809509,Machine_4,Other
2024-03-23 14:42:39.809509,Machine_5,Repair
2024-04-08 14:42:39.810482,Machine_2,Other
2024-04-09 14:42:39.810482,Machine_1,Incident
2024-03-18 14:42:39.810482,Machine_4,Incident
2024-03-21 14:42:39.810482,Machine_6,Incident
2024-03-18 14:42:39.810482,Machine_7,Repair
2024-03-30 14:42:39.810482,Machine_9,Incident
2024-04-07 14:42:39.810482,Machine_7,Maintenance
2024-04-12 14:42:39.810482,Machine_10,Maintenance
2024-03-31 14:42:39.810482,Machine_7,Other
2024-04-12 14:42:39.810482,Machine_1,Repair
2024-03-18 14:42:39.810482,Machine_8,Repair
2024-03-24 14:42:39.810482,Machine_9,Other
2024-03-22 14:42:39.810482,Machine_6,Maintenance
2024-04-11 14:42:39.810482,Machine_7,Incident
2024-04-09 14:42:39.810482,Machine_9,Maintenance
2024-04-16 14:42:39.810482,Machine_9,Other
2024-04-04 14:42:39.810482,Machine_2,Repair
2024-04-13 14:42:39.810482,Machine_1,Repair
2024-04-06 14:42:39.810482,Machine_9,Other
2024-03-30 14:42:39.810482,Machine_4,Other
2024-04-09 14:42:39.810482,Machine_2,Incident
2024-04-12 14:42:39.810482,Machine_5,Incident
2024-04-16 14:42:39.810482,Machine_6,Other
2024-04-16 14:42:39.810482,Machine_7,Other
2024-04-09 14:42:39.810482,Machine_1,Maintenance
2024-04-02 14:42:39.810482,Machine_4,Maintenance
2024-04-09 14:42:39.810482,Machine_8,Other
2024-03-31 14:42:39.810482,Machine_6,Repair
2024-03-26 14:42:39.810482,Machine_5,Maintenance
2024-04-07 14:42:39.810482,Machine_4,Maintenance
2024-03-29 14:42:39.810482,Machine_7,Incident
2024-04-02 14:42:39.810482,Machine_9,Incident
2024-04-12 14:42:39.810482,Machine_1,Repair
2024-03-18 14:42:39.810482,Machine_9,Repair
2024-04-11 14:42:39.810482,Machine_6,Repair
2024-04-05 14:42:39.810482,Machine_3,Incident
2024-04-10 14:42:39.810482,Machine_8,Other
2024-04-06 14:42:39.810482,Machine_4,Other
2024-03-28 14:42:39.810482,Machine_2,Repair
2024-03-27 14:42:39.810482,Machine_3,Maintenance
2024-04-07 14:42:39.810482,Machine_10,Repair
2024-03-19 14:42:39.810482,Machine_7,Other
2024-04-15 14:42:39.810482,Machine_4,Repair
2024-04-01 14:42:39.810482,Machine_10,Other
2024-04-09 14:42:39.810482,Machine_7,Maintenance
2024-03-30 14:42:39.810482,Machine_5,Repair
2024-03-22 14:42:39.810482,Machine_9,Maintenance
2024-04-11 14:42:39.810482,Machine_9,Incident
2024-04-11 14:42:39.810482,Machine_1,Other
2024-04-06 14:42:39.810482,Machine_6,Other
2024-03-28 14:42:39.810482,Machine_3,Repair
2024-03-20 14:42:39.810482,Machine_2,Other
2024-03-23 14:42:39.810482,Machine_7,Maintenance
2024-03-21 14:42:39.810482,Machine_1,Repair
2024-04-06 14:42:39.810482,Machine_9,Maintenance
2024-04-11 14:42:39.810482,Machine_2,Maintenance
2024-04-09 14:42:39.810482,Machine_10,Maintenance
2024-03-31 14:42:39.810482,Machine_4,Other
2024-03-23 14:42:39.810482,Machine_5,Incident
2024-03-22 14:42:39.810482,Machine_3,Maintenance
2024-03-21 14:42:39.810482,Machine_5,Other
2024-03-26 14:42:39.810482,Machine_5,Other
2024-03-19 14:42:39.810482,Machine_7,Incident
2024-03-19 14:42:39.810482,Machine_9,Repair
2024-03-21 14:42:39.810482,Machine_9,Incident
2024-04-16 14:42:39.810482,Machine_6,Repair
2024-03-23 14:42:39.810482,Machine_1,Maintenance
2024-04-04 14:42:39.810482,Machine_9,Repair
2024-04-01 14:42:39.810482,Machine_1,Repair
2024-03-30 14:42:39.810482,Machine_3,Incident
2024-04-07 14:42:39.810482,Machine_5,Maintenance
2024-04-08 14:42:39.810482,Machine_8,Maintenance
2024-03-19 14:42:39.810482,Machine_6,Incident
2024-04-08 14:42:39.810482,Machine_5,Incident
2024-03-29 14:42:39.810482,Machine_6,Other
2024-04-13 14:42:39.810482,Machine_1,Maintenance
2024-03-22 14:42:39.810482,Machine_7,Incident
2024-03-29 14:42:39.810482,Machine_2,Incident
2024-04-13 14:42:39.810482,Machine_8,Incident
2024-04-13 14:42:39.810482,Machine_7,Incident
2024-03-26 14:42:39.810482,Machine_3,Repair
2024-03-30 14:42:39.810482,Machine_8,Other
2024-03-20 14:42:39.810482,Machine_1,Incident
2024-04-09 14:42:39.810482,Machine_6,Repair
2024-04-12 14:42:39.810482,Machine_6,Other
2024-04-07 14:42:39.810482,Machine_5,Incident
2024-04-01 14:42:39.810482,Machine_10,Repair
2024-04-08 14:42:39.810482,Machine_7,Maintenance
2024-03-29 14:42:39.810482,Machine_4,Incident
2024-03-26 14:42:39.810482,Machine_9,Incident
2024-03-18 14:42:39.810482,Machine_9,Maintenance
2024-03-31 14:42:39.810482,Machine_9,Repair
2024-04-09 14:42:39.810482,Machine_5,Incident
2024-04-09 14:42:39.810482,Machine_7,Maintenance
2024-04-11 14:42:39.810482,Machine_4,Other
2024-04-14 14:42:39.810482,Machine_10,Other
2024-03-18 14:42:39.810482,Machine_4,Incident
2024-03-19 14:42:39.810482,Machine_1,Incident
2024-04-10 14:42:39.810482,Machine_4,Repair
2024-03-18 14:42:39.810482,Machine_6,Repair
2024-03-24 14:42:39.810482,Machine_1,Incident
2024-04-04 14:42:39.810482,Machine_9,Maintenance
2024-04-14 14:42:39.810482,Machine_6,Incident
2024-04-13 14:42:39.810482,Machine_10,Incident
2024-03-20 14:42:39.810482,Machine_1,Repair
2024-03-22 14:42:39.810482,Machine_3,Maintenance
2024-03-21 14:42:39.810482,Machine_4,Incident
2024-03-20 14:42:39.810482,Machine_4,Repair
2024-04-08 14:42:39.810482,Machine_10,Other
2024-03-30 14:42:39.810482,Machine_2,Other
2024-03-20 14:42:39.810482,Machine_6,Maintenance
2024-04-06 14:42:39.810482,Machine_8,Maintenance
2024-03-26 14:42:39.810482,Machine_7,Incident
2024-04-01 14:42:39.810482,Machine_4,Maintenance
2024-03-21 14:42:39.810482,Machine_6,Repair
2024-04-11 14:42:39.810482,Machine_6,Repair
2024-04-04 14:42:39.810482,Machine_8,Incident
2024-04-16 14:42:39.810482,Machine_3,Maintenance
2024-04-12 14:42:39.810482,Machine_4,Maintenance
2024-04-16 14:42:39.810482,Machine_2,Other
2024-04-13 14:42:39.810482,Machine_2,Incident
2024-03-20 14:42:39.810482,Machine_1,Incident
2024-03-19 14:42:39.810482,Machine_5,Incident
2024-04-09 14:42:39.810482,Machine_8,Other
2024-03-26 14:42:39.810482,Machine_2,Repair
2024-04-10 14:42:39.810482,Machine_8,Other
2024-04-02 14:42:39.810482,Machine_6,Maintenance
2024-03-25 14:42:39.810482,Machine_5,Other
2024-03-28 14:42:39.810482,Machine_8,Incident
2024-04-02 14:42:39.810482,Machine_9,Maintenance
2024-03-22 14:42:39.810482,Machine_3,Maintenance
2024-04-12 14:42:39.810482,Machine_6,Incident
2024-03-23 14:42:39.810482,Machine_10,Other
2024-04-14 14:42:39.810482,Machine_9,Repair
2024-04-15 14:42:39.810482,Machine_2,Incident
2024-04-08 14:42:39.810482,Machine_7,Maintenance
2024-03-26 14:42:39.810482,Machine_5,Maintenance
2024-04-13 14:42:39.810482,Machine_6,Repair
2024-04-12 14:42:39.810482,Machine_6,Other
2024-04-05 14:42:39.810482,Machine_2,Other
2024-04-09 14:42:39.810482,Machine_9,Other
2024-04-01 14:42:39.810482,Machine_6,Incident
2024-03-23 14:42:39.810482,Machine_5,Other
2024-03-27 14:42:39.810482,Machine_9,Repair
2024-03-25 14:42:39.810482,Machine_8,Repair
2024-03-26 14:42:39.810482,Machine_5,Incident
2024-04-04 14:42:39.810482,Machine_5,Maintenance
2024-04-08 14:42:39.810482,Machine_2,Repair
2024-03-22 14:42:39.810482,Machine_3,Other
2024-03-28 14:42:39.810482,Machine_3,Incident
2024-04-08 14:42:39.810482,Machine_7,Other
2024-03-23 14:42:39.810482,Machine_4,Repair
2024-04-03 14:42:39.810482,Machine_8,Other
2024-03-22 14:42:39.810482,Machine_7,Other
2024-04-13 14:42:39.810482,Machine_7,Repair
2024-04-16 14:42:39.810482,Machine_7,Incident
2024-04-07 14:42:39.810482,Machine_5,Incident
2024-04-06 14:42:39.810482,Machine_8,Incident
2024-04-14 14:42:39.810482,Machine_6,Maintenance
2024-03-23 14:42:39.810482,Machine_7,Repair
2024-04-09 14:42:39.810482,Machine_1,Incident
2024-04-01 14:42:39.810482,Machine_8,Other
2024-03-20 14:42:39.810482,Machine_10,Repair
2024-03-18 14:42:39.810482,Machine_4,Repair
2024-03-24 14:42:39.810482,Machine_7,Repair
2024-03-30 14:42:39.810482,Machine_8,Maintenance
2024-04-12 14:42:39.810482,Machine_5,Incident
2024-04-08 14:42:39.810482,Machine_6,Maintenance
2024-04-15 14:42:39.810482,Machine_7,Repair
2024-03-27 14:42:39.810482,Machine_1,Other
2024-03-24 14:42:39.810482,Machine_6,Maintenance
2024-04-03 14:42:39.810482,Machine_4,Other
2024-04-05 14:42:39.810482,Machine_6,Other
2024-04-14 14:42:39.810482,Machine_8,Other
2024-03-18 14:42:39.810482,Machine_9,Repair
2024-03-24 14:42:39.810482,Machine_5,Other
2024-03-23 14:42:39.810482,Machine_3,Maintenance
2024-04-12 14:42:39.810482,Machine_3,Repair
2024-03-20 14:42:39.810482,Machine_4,Repair
2024-03-26 14:42:39.810482,Machine_9,Repair
2024-03-27 14:42:39.810482,Machine_5,Repair
2024-03-25 14:42:39.810482,Machine_10,Maintenance
2024-04-07 14:42:39.810482,Machine_7,Repair
2024-04-12 14:42:39.810482,Machine_7,Incident
2024-03-22 14:42:39.810482,Machine_7,Maintenance
2024-04-08 14:42:39.810482,Machine_5,Incident
2024-04-04 14:42:39.810482,Machine_3,Repair
2024-03-23 14:42:39.810482,Machine_6,Maintenance
2024-03-28 14:42:39.810482,Machine_4,Maintenance
2024-04-04 14:42:39.810482,Machine_6,Other
2024-04-08 14:42:39.810482,Machine_6,Maintenance
2024-04-01 14:42:39.810482,Machine_1,Incident
2024-03-26 14:42:39.810482,Machine_8,Incident
2024-03-26 14:42:39.810482,Machine_7,Other
2024-03-25 14:42:39.810482,Machine_4,Incident
2024-04-13 14:42:39.810482,Machine_3,Incident
2024-04-03 14:42:39.810482,Machine_3,Maintenance
2024-04-04 14:42:39.810482,Machine_1,Repair
2024-03-30 14:42:39.810482,Machine_8,Maintenance
2024-04-06 14:42:39.810482,Machine_4,Other
2024-04-13 14:42:39.810482,Machine_4,Other
2024-03-23 14:42:39.810482,Machine_9,Incident
2024-03-20 14:42:39.810482,Machine_1,Maintenance
2024-03-31 14:42:39.810482,Machine_6,Other
2024-03-21 14:42:39.810482,Machine_8,Incident
2024-03-27 14:42:39.810482,Machine_4,Other
2024-03-24 14:42:39.810482,Machine_8,Repair
2024-03-28 14:42:39.810482,Machine_7,Repair
2024-04-03 14:42:39.810482,Machine_1,Repair
2024-03-24 14:42:39.810482,Machine_7,Incident
2024-04-10 14:42:39.810482,Machine_3,Other
2024-03-30 14:42:39.810482,Machine_10,Maintenance
2024-03-31 14:42:39.810482,Machine_3,Maintenance
2024-04-06 14:42:39.810482,Machine_10,Other
2024-03-22 14:42:39.810482,Machine_4,Incident
2024-03-24 14:42:39.810482,Machine_9,Repair
2024-04-08 14:42:39.810482,Machine_7,Repair
2024-03-26 14:42:39.810482,Machine_4,Repair
2024-04-02 14:42:39.810482,Machine_6,Incident
2024-03-20 14:42:39.810482,Machine_7,Maintenance
2024-04-03 14:42:39.810482,Machine_10,Incident
2024-03-21 14:42:39.810482,Machine_5,Other
2024-03-30 14:42:39.810482,Machine_8,Repair
2024-04-11 14:42:39.810482,Machine_6,Other
2024-03-30 14:42:39.810482,Machine_8,Maintenance
2024-04-10 14:42:39.810482,Machine_1,Maintenance
2024-04-10 14:42:39.810482,Machine_8,Maintenance
2024-04-07 14:42:39.810482,Machine_8,Other
2024-04-05 14:42:39.810482,Machine_10,Maintenance
2024-04-16 14:42:39.810482,Machine_4,Maintenance
2024-04-15 14:42:39.810482,Machine_4,Repair
2024-03-25 14:42:39.810482,Machine_4,Other
2024-04-08 14:42:39.810482,Machine_7,Other
2024-04-02 14:42:39.810482,Machine_7,Repair
2024-03-31 14:42:39.810482,Machine_10,Other
2024-04-12 14:42:39.810482,Machine_2,Other
2024-04-01 14:42:39.810482,Machine_6,Incident
2024-03-22 14:42:39.810482,Machine_9,Maintenance
2024-03-21 14:42:39.810482,Machine_5,Repair
2024-04-05 14:42:39.810482,Machine_2,Maintenance
2024-04-13 14:42:39.810482,Machine_2,Repair
2024-04-04 14:42:39.810482,Machine_3,Other
2024-03-21 14:42:39.810482,Machine_4,Other
2024-03-30 14:42:39.810482,Machine_5,Other
2024-03-28 14:42:39.810482,Machine_1,Repair
2024-03-25 14:42:39.810482,Machine_9,Repair
2024-04-08 14:42:39.810482,Machine_4,Repair
2024-03-22 14:42:39.810482,Machine_2,Other
2024-03-26 14:42:39.810482,Machine_8,Maintenance
2024-04-15 14:42:39.810482,Machine_10,Incident
2024-03-18 14:42:39.810482,Machine_5,Maintenance
2024-03-20 14:42:39.810482,Machine_1,Maintenance
2024-03-29 14:42:39.810482,Machine_9,Maintenance
2024-03-22 14:42:39.810482,Machine_2,Repair
2024-04-07 14:42:39.810482,Machine_4,Maintenance
2024-04-03 14:42:39.810482,Machine_7,Incident
2024-04-09 14:42:39.810482,Machine_1,Maintenance
2024-04-02 14:42:39.810482,Machine_3,Repair
2024-03-19 14:42:39.810482,Machine_7,Maintenance
2024-04-05 14:42:39.810482,Machine_4,Maintenance
2024-03-18 14:42:39.810482,Machine_5,Maintenance
2024-03-23 14:42:39.810482,Machine_7,Other
2024-04-11 14:42:39.810482,Machine_5,Other
2024-03-28 14:42:39.810482,Machine_9,Repair
2024-04-15 14:42:39.810482,Machine_6,Maintenance
2024-03-19 14:42:39.810482,Machine_9,Other
2024-03-30 14:42:39.810482,Machine_1,Incident
2024-04-14 14:42:39.810482,Machine_2,Incident
2024-04-01 14:42:39.810482,Machine_4,Repair
2024-04-04 14:42:39.810482,Machine_5,Repair
2024-04-06 14:42:39.810482,Machine_8,Repair
2024-03-27 14:42:39.810482,Machine_4,Other
2024-03-22 14:42:39.810482,Machine_4,Maintenance
2024-03-20 14:42:39.810482,Machine_5,Repair
2024-04-14 14:42:39.810482,Machine_1,Other
2024-03-28 14:42:39.810482,Machine_3,Maintenance
2024-03-22 14:42:39.810482,Machine_7,Incident
2024-04-09 14:42:39.810482,Machine_6,Other
2024-04-08 14:42:39.810482,Machine_1,Incident
2024-03-26 14:42:39.810482,Machine_9,Repair
2024-03-29 14:42:39.810482,Machine_9,Incident
2024-04-07 14:42:39.810482,Machine_5,Incident
2024-04-05 14:42:39.810482,Machine_6,Maintenance
2024-03-27 14:42:39.810482,Machine_1,Maintenance
2024-04-12 14:42:39.810482,Machine_4,Other
2024-04-01 14:42:39.810482,Machine_6,Maintenance
2024-03-30 14:42:39.810482,Machine_5,Repair
2024-03-30 14:42:39.810482,Machine_2,Other
2024-04-02 14:42:39.810482,Machine_7,Incident
2024-03-28 14:42:39.810482,Machine_7,Maintenance
2024-04-06 14:42:39.810482,Machine_7,Other
2024-04-01 14:42:39.810482,Machine_8,Repair
2024-04-08 14:42:39.810482,Machine_7,Other
2024-04-08 14:42:39.810482,Machine_8,Maintenance
2024-03-29 14:42:39.810482,Machine_4,Repair
2024-04-12 14:42:39.810482,Machine_7,Incident
2024-04-06 14:42:39.810482,Machine_1,Repair
2024-04-09 14:42:39.810482,Machine_2,Other
2024-03-21 14:42:39.810482,Machine_7,Other
2024-03-20 14:42:39.810482,Machine_1,Incident
2024-03-26 14:42:39.810482,Machine_6,Incident
2024-03-23 14:42:39.810482,Machine_8,Maintenance
2024-04-06 14:42:39.810482,Machine_3,Other
2024-03-22 14:42:39.810482,Machine_1,Repair
2024-04-05 14:42:39.810482,Machine_10,Maintenance
2024-04-02 14:42:39.810482,Machine_1,Maintenance
2024-03-25 14:42:39.810482,Machine_2,Repair
2024-04-04 14:42:39.810482,Machine_2,Repair
2024-03-24 14:42:39.810482,Machine_9,Incident
2024-04-04 14:42:39.810482,Machine_2,Repair
2024-04-01 14:42:39.810482,Machine_10,Maintenance
2024-03-30 14:42:39.810482,Machine_8,Repair
2024-04-09 14:42:39.810482,Machine_7,Maintenance
2024-03-22 14:42:39.810482,Machine_7,Repair
2024-04-01 14:42:39.810482,Machine_8,Other
2024-03-23 14:42:39.810482,Machine_7,Incident
2024-04-08 14:42:39.810482,Machine_2,Maintenance
2024-03-23 14:42:39.810482,Machine_3,Incident
2024-04-15 14:42:39.810482,Machine_5,Other
2024-04-08 14:42:39.810482,Machine_6,Incident
2024-04-06 14:42:39.810482,Machine_2,Other
2024-04-02 14:42:39.810482,Machine_1,Repair
2024-03-20 14:42:39.810482,Machine_6,Other
2024-04-01 14:42:39.810482,Machine_9,Incident
2024-04-02 14:42:39.810482,Machine_5,Maintenance
2024-03-28 14:42:39.810482,Machine_1,Other
2024-04-01 14:42:39.810482,Machine_3,Other
2024-04-02 14:42:39.810482,Machine_7,Other
2024-04-10 14:42:39.810482,Machine_7,Other
2024-03-29 14:42:39.810482,Machine_2,Repair
2024-03-26 14:42:39.810482,Machine_1,Other
2024-04-13 14:42:39.810482,Machine_8,Other
2024-04-16 14:42:39.810482,Machine_3,Incident
2024-04-07 14:42:39.810482,Machine_5,Repair
2024-04-09 14:42:39.810482,Machine_10,Other
2024-03-31 14:42:39.810482,Machine_7,Maintenance
2024-03-20 14:42:39.810482,Machine_8,Maintenance
2024-03-19 14:42:39.810482,Machine_6,Other
2024-04-15 14:42:39.810482,Machine_4,Repair
2024-03-18 14:42:39.810482,Machine_1,Other
2024-03-24 14:42:39.810482,Machine_6,Maintenance
2024-04-15 14:42:39.810482,Machine_5,Maintenance
2024-03-27 14:42:39.810482,Machine_9,Incident
2024-03-20 14:42:39.810482,Machine_7,Incident
2024-04-11 14:42:39.810482,Machine_3,Other
2024-03-18 14:42:39.810482,Machine_3,Incident
2024-03-30 14:42:39.810482,Machine_5,Incident
2024-03-18 14:42:39.810482,Machine_9,Repair
2024-03-31 14:42:39.810482,Machine_1,Maintenance
2024-04-03 14:42:39.810482,Machine_10,Maintenance
2024-03-23 14:42:39.810482,Machine_9,Repair
2024-03-19 14:42:39.810482,Machine_3,Incident
2024-04-01 14:42:39.810482,Machine_3,Other
2024-04-05 14:42:39.810482,Machine_7,Other
2024-03-24 14:42:39.810482,Machine_10,Repair
2024-03-19 14:42:39.810482,Machine_4,Maintenance
2024-03-19 14:42:39.810482,Machine_4,Maintenance
2024-03-24 14:42:39.810482,Machine_4,Maintenance
2024-03-27 14:42:39.810482,Machine_7,Repair
2024-03-24 14:42:39.810482,Machine_1,Incident
2024-03-30 14:42:39.810482,Machine_7,Incident
2024-04-08 14:42:39.810482,Machine_10,Maintenance
2024-03-29 14:42:39.810482,Machine_10,Maintenance
2024-03-30 14:42:39.810482,Machine_1,Maintenance
2024-04-06 14:42:39.810482,Machine_3,Repair
2024-04-09 14:42:39.810482,Machine_7,Repair
2024-04-09 14:42:39.810482,Machine_2,Other
2024-04-01 14:42:39.810482,Machine_7,Repair
